InternetService_Fiber optic,PaymentMethod_Electronic check,MonthlyCharges,PaperlessBilling,SeniorCitizen,PaymentMethod_Credit card (automatic),Partner,Dependents,TechSupport_Yes,OnlineSecurity_Yes,Contract_One year,TotalCharges,InternetService_No,Contract_Two year,tenure,Churn
1,0,96.1,1,0,1,0,0,0,0,0,3646.8,0,0,37,0
0,0,85.1,0,0,1,0,0,1,0,1,3662.25,0,0,43,0
0,0,25.35,0,0,0,0,0,0,0,0,25.35,0,0,1,0
1,0,104.95,1,0,0,1,0,1,0,0,2566.5,0,0,25,1
0,1,89.65,0,0,0,0,0,1,1,0,5308.7,0,1,61,0
1,1,86.75,0,0,0,0,0,1,0,1,1410.25,0,0,17,0
1,0,86.2,1,0,0,1,0,1,0,1,3339.05,0,0,41,0
0,0,50.65,0,0,0,0,0,0,0,0,50.65,0,0,1,1
0,0,64.8,1,1,0,1,1,1,1,0,4732.35,0,1,72,0
1,0,90.85,1,0,1,0,0,0,0,0,90.85,0,0,1,1
1,0,108.1,1,0,0,0,0,0,0,0,5067.45,0,1,48,0
0,0,19.95,0,1,0,1,0,0,0,0,214.75,1,0,11,1
1,1,85.45,1,1,0,1,0,0,0,0,4874.7,0,0,55,1
0,1,54.75,1,0,0,0,0,1,1,1,2348.45,0,0,42,0
1,0,90.4,1,0,0,0,0,0,0,0,4063.0,0,0,44,0
0,1,44.0,0,0,0,0,1,0,0,0,44.0,0,0,1,0
1,0,95.6,1,0,0,0,0,0,0,0,2595.25,0,0,27,0
0,0,84.8,1,1,0,1,0,1,0,0,2309.55,0,0,27,0
0,1,44.3,1,1,0,0,0,0,0,0,89.3,0,0,2,0
0,0,19.9,0,0,0,0,0,0,0,0,367.55,1,0,19,0
1,1,95.05,1,1,0,1,0,0,0,0,3944.5,0,0,42,0
0,0,90.05,1,0,1,0,0,1,1,0,5965.95,0,1,66,0
1,0,109.9,1,1,0,1,0,1,1,0,3694.7,0,0,33,0
1,0,73.95,1,0,1,0,0,0,0,0,2524.45,0,0,34,1
0,1,54.6,1,1,0,0,0,1,0,0,1803.7,0,0,33,0
0,0,20.05,0,0,0,1,1,0,0,1,415.1,1,0,23,0
0,0,19.75,0,0,0,0,0,0,0,1,624.15,1,0,32,0
0,0,20.05,0,0,1,0,0,0,0,1,237.7,1,0,11,0
1,0,99.45,1,0,1,1,1,0,0,0,7007.6,0,0,69,1
0,0,55.9,0,0,0,1,0,1,1,1,3848.8,0,0,68,0
0,0,19.7,1,0,0,0,0,0,0,0,419.4,1,1,20,0
0,0,19.8,1,0,1,0,0,0,0,0,1468.75,1,1,72,0
1,0,95.4,1,0,0,1,1,0,1,1,5812.0,0,0,60,0
1,0,93.95,1,1,0,1,1,0,0,0,2861.45,0,0,32,0
0,0,19.9,1,0,0,0,0,0,0,0,19.9,1,0,1,1
0,0,19.6,1,0,0,0,0,0,0,0,19.6,1,0,1,1
1,1,81.35,1,1,0,0,0,0,0,0,233.7,0,0,3,1
0,0,24.45,1,0,0,1,0,0,0,1,1066.15,1,0,46,0
1,1,74.95,1,0,0,1,0,0,0,0,2149.05,0,0,29,0
1,1,87.35,1,0,0,0,0,1,0,0,4473.0,0,0,51,0
1,0,70.65,1,1,0,1,0,0,0,0,3545.05,0,0,48,0
1,0,73.25,0,0,0,1,1,0,0,0,1195.75,0,0,16,0
1,0,98.7,1,0,0,1,0,1,0,0,6858.9,0,1,70,0
0,0,24.8,1,0,0,1,1,0,0,0,1024.7,1,1,40,0
1,1,83.3,0,0,0,1,1,0,0,0,1845.9,0,0,22,1
1,0,75.3,1,1,0,0,0,0,0,0,75.3,0,0,1,1
0,0,24.3,1,0,0,1,1,0,0,0,132.25,1,0,5,0
1,0,69.85,1,0,0,0,0,0,0,0,515.45,0,0,7,0
1,0,100.55,0,0,1,0,1,1,0,1,2830.45,0,0,29,0
0,0,25.7,0,0,0,1,1,0,0,1,1110.5,1,0,44,0
0,0,40.7,0,0,0,0,0,0,1,0,449.3,0,0,10,0
0,0,51.65,0,1,0,1,0,0,0,0,2838.55,0,0,55,0
1,0,105.1,1,1,0,1,0,0,0,1,5376.4,0,0,52,0
1,1,85.95,0,0,0,1,1,0,0,0,858.6,0,0,10,0
1,0,75.6,1,0,0,0,0,0,0,0,1395.05,0,0,18,0
0,0,58.25,0,0,0,1,0,1,1,1,3975.7,0,0,68,0
0,0,19.4,1,0,0,1,1,0,0,0,1182.55,1,0,61,1
0,0,65.2,1,0,1,1,1,1,1,0,4784.45,0,1,72,0
0,1,53.45,0,0,0,0,0,0,1,0,119.5,0,0,2,0
0,0,45.4,1,0,0,0,0,0,0,0,518.9,0,0,12,1
0,1,19.75,1,0,0,1,0,0,0,0,899.45,1,1,41,0
0,0,44.45,1,0,1,0,0,1,0,0,1183.8,0,0,26,0
0,0,20.85,0,0,0,1,0,0,0,1,720.05,1,0,36,0
1,0,114.05,1,0,1,1,1,1,1,0,8468.2,0,1,72,0
1,0,89.85,1,0,0,1,0,1,0,0,3161.2,0,0,35,0
0,0,55.05,0,0,0,0,0,1,0,0,55.05,0,0,1,0
1,1,112.95,1,0,0,1,1,1,1,0,1882.55,0,0,16,0
1,0,101.55,0,1,1,0,0,0,1,0,5070.4,0,0,49,0
1,0,114.65,1,0,0,1,0,1,1,1,6049.5,0,0,54,0
0,1,64.8,0,0,0,0,1,0,1,0,1166.7,0,0,18,0
1,1,80.4,0,0,0,1,0,0,0,0,2937.65,0,0,36,0
1,1,105.9,1,0,0,0,0,0,0,0,6396.45,0,0,60,1
1,0,69.55,0,0,0,0,0,0,0,0,69.55,0,0,1,1
0,0,25.05,1,0,0,1,1,0,0,0,1270.25,1,1,52,0
1,1,94.75,1,0,0,1,1,0,0,0,759.55,0,0,8,0
1,0,105.5,0,0,0,1,1,1,1,0,7611.55,0,1,72,0
0,0,24.7,0,0,0,0,0,0,0,1,1642.75,1,0,64,0
0,0,69.75,1,1,0,0,0,1,1,0,1545.4,0,0,22,0
0,0,60.2,1,0,0,1,0,1,0,0,3582.4,0,0,60,0
1,1,81.05,1,0,0,1,1,0,0,0,2227.1,0,0,28,1
0,0,24.4,0,0,0,1,0,0,0,0,1417.9,1,1,61,0
1,1,104.15,1,0,0,0,0,0,0,0,2494.65,0,0,24,0
1,0,92.9,0,0,0,1,1,1,0,1,2768.35,0,0,28,0
0,0,80.8,0,0,0,1,1,1,0,0,2369.3,0,1,30,0
0,0,20.0,0,0,0,1,0,0,0,0,38.0,1,0,2,0
1,1,75.1,1,0,0,0,0,0,0,0,75.1,0,0,1,0
0,0,19.65,0,0,0,0,1,0,0,0,100.9,1,0,6,0
0,0,69.45,1,0,0,1,0,0,0,0,1614.05,0,0,24,0
1,1,101.15,0,0,0,1,1,0,0,0,385.9,0,0,4,1
1,1,99.8,1,0,0,0,0,0,0,0,673.25,0,0,7,1
1,0,116.05,1,1,0,1,0,1,1,0,8404.9,0,1,72,0
0,0,40.05,1,0,0,0,0,1,0,0,2799.75,0,1,70,0
1,1,102.1,0,1,0,1,0,1,0,0,6538.45,0,1,64,0
1,1,89.7,1,0,0,1,1,0,0,1,6588.95,0,0,72,0
0,0,19.9,0,0,0,0,1,0,0,0,868.1,1,1,44,0
0,1,55.95,0,0,0,1,1,0,0,0,734.35,0,0,13,1
0,0,20.65,0,1,0,0,0,0,0,1,330.6,1,0,17,0
0,1,55.0,1,0,0,0,0,0,0,0,55.0,0,0,1,1
0,0,70.05,1,0,0,1,0,0,0,0,564.4,0,0,9,0
0,0,53.6,0,0,0,1,0,1,1,0,1315.35,0,0,24,0
1,1,74.7,1,0,0,1,1,0,0,0,74.7,0,0,1,1
1,1,80.25,1,0,0,0,0,0,0,0,1861.5,0,0,24,1
0,1,76.05,1,1,0,1,1,1,0,0,2747.2,0,0,35,0
0,1,75.7,1,0,0,1,1,1,1,0,554.05,0,0,7,0
1,1,96.1,1,0,0,0,0,1,0,0,453.4,0,0,5,1
1,0,69.0,0,0,0,0,1,0,0,0,994.8,0,0,15,1
0,0,19.65,0,0,0,1,1,0,0,0,225.75,1,1,11,0
0,0,45.3,1,0,0,1,0,0,1,0,2145.0,0,0,48,1
1,1,81.45,1,1,0,0,0,0,0,0,1671.6,0,0,20,0
1,0,108.5,1,0,0,1,0,1,0,1,8003.8,0,0,72,0
1,1,83.55,1,0,0,1,1,0,0,0,680.05,0,0,8,1
1,0,84.5,1,0,1,1,1,0,0,0,6130.85,0,1,72,0
1,1,100.15,1,0,0,0,0,0,0,0,1415.0,0,0,15,0
0,0,88.6,1,0,0,0,0,1,0,0,6201.95,0,1,72,0
0,0,52.55,1,0,0,1,1,1,1,0,0.0,0,1,0,0
1,1,74.35,1,0,0,0,1,0,0,0,74.35,0,0,1,1
1,0,104.8,1,0,0,1,1,0,0,0,6597.25,0,1,63,0
0,1,59.0,1,0,0,0,0,0,0,0,114.15,0,0,2,0
1,1,74.4,1,0,0,1,0,0,1,0,139.4,0,0,2,1
0,0,64.05,0,1,0,1,0,0,0,1,3902.6,0,0,61,0
0,0,20.4,0,0,0,0,0,0,0,0,20.4,1,0,1,0
0,0,43.75,1,0,0,0,0,0,0,1,903.6,0,0,22,1
0,0,60.9,0,0,0,1,0,1,1,0,1785.65,0,0,28,0
0,0,19.8,0,0,0,1,0,0,0,0,1397.65,1,1,70,0
0,1,28.45,0,1,0,0,0,0,0,0,131.05,0,0,5,1
1,0,99.7,1,0,0,0,0,0,1,0,1238.45,0,0,12,1
1,0,116.25,0,0,1,0,0,1,1,1,3899.05,0,0,34,0
1,0,80.7,1,1,1,1,0,0,1,0,5676.0,0,1,71,0
0,0,65.2,0,0,0,1,1,0,1,1,4543.15,0,0,70,0
1,0,84.05,1,0,0,1,1,1,1,0,4326.8,0,0,52,0
0,0,79.45,1,0,1,0,1,1,1,0,5502.55,0,1,69,0
1,1,94.1,1,1,0,0,0,0,0,0,1782.4,0,0,20,1
1,0,78.0,1,0,0,0,1,0,0,0,851.8,0,0,11,0
1,1,94.2,1,0,0,1,0,1,0,0,167.5,0,0,2,1
1,1,80.5,1,0,0,1,1,1,0,0,502.85,0,0,6,1
0,0,19.85,0,0,0,0,0,0,0,0,19.85,1,0,1,0
1,0,94.3,0,1,1,1,1,1,1,1,1818.3,0,0,20,0
1,1,106.45,1,0,0,0,0,0,1,0,6300.15,0,0,61,0
1,1,74.35,1,1,0,1,0,0,0,0,334.8,0,0,5,1
1,0,105.45,1,0,0,0,0,1,0,0,5916.95,0,0,56,0
1,0,95.0,1,0,1,0,0,1,1,0,2852.4,0,0,30,0
1,0,104.8,0,0,0,0,0,1,0,0,4131.95,0,0,40,1
0,0,54.3,0,0,0,0,0,1,1,1,1546.3,0,0,28,0
1,1,70.05,0,1,0,1,0,0,0,0,302.6,0,0,5,0
1,0,75.2,1,1,0,1,0,0,1,0,1929.35,0,0,27,1
0,0,20.05,0,0,1,0,0,0,0,0,265.45,1,0,12,0
1,1,105.4,1,0,0,1,1,0,0,1,6989.45,0,0,67,0
0,1,51.6,1,1,0,1,0,0,0,0,1442.0,0,0,29,0
1,0,85.5,0,0,0,1,1,0,0,0,4713.4,0,0,55,0
1,0,75.6,0,0,0,0,0,0,0,0,1758.6,0,0,23,1
1,1,100.05,1,0,0,1,0,0,0,0,3480.0,0,0,34,1
1,1,91.25,0,0,0,0,0,0,1,1,4738.3,0,0,52,0
1,0,115.75,1,1,1,1,1,1,1,0,8399.15,0,1,72,0
1,0,94.7,1,0,1,1,1,1,0,1,5430.35,0,0,58,0
0,0,19.6,0,0,0,1,1,0,0,0,686.95,1,1,35,0
1,0,99.9,1,1,0,0,0,1,0,0,5706.3,0,1,56,0
0,0,21.1,1,0,1,1,1,0,0,0,490.65,1,1,24,0
0,0,20.05,0,0,1,1,1,0,0,0,1360.25,1,1,70,0
1,1,79.95,1,0,0,0,0,0,0,0,174.45,0,0,2,0
1,0,107.15,1,1,1,1,1,1,0,1,7379.8,0,0,68,0
1,1,85.0,1,0,0,0,0,0,0,0,85.0,0,0,1,1
1,1,89.55,1,0,0,0,0,0,0,0,1021.75,0,0,12,0
1,0,81.55,1,0,0,1,0,0,0,0,5029.05,0,0,63,0
0,0,58.45,1,0,0,1,1,0,1,1,1955.4,0,0,33,0
1,0,95.65,1,0,1,1,0,0,0,1,6744.2,0,0,69,0
0,0,80.6,1,0,0,1,1,1,0,0,4946.7,0,1,60,0
1,0,113.1,1,0,0,1,1,1,1,0,8248.5,0,1,72,0
0,0,58.95,1,0,0,0,0,0,0,0,601.6,0,0,11,0
0,0,19.55,0,0,0,0,0,0,0,0,19.55,1,0,1,0
1,0,86.05,1,0,0,0,0,0,0,0,834.1,0,0,10,1
0,0,45.55,1,0,1,0,0,1,1,0,597.0,0,0,13,1
1,0,78.95,1,0,0,1,1,0,0,1,2647.2,0,0,34,0
1,0,86.3,1,0,0,1,1,0,0,0,3266.0,0,0,39,1
1,0,105.05,1,0,0,0,0,1,0,1,6744.25,0,0,65,0
1,0,101.9,1,1,0,1,0,0,1,1,5265.5,0,0,50,0
0,0,19.75,0,0,0,0,0,0,0,0,311.6,1,0,15,0
1,0,110.3,1,0,0,1,1,0,1,0,7966.9,0,1,72,0
1,0,115.6,1,0,0,1,1,1,1,0,8220.4,0,1,72,0
0,0,19.35,0,0,0,1,1,0,0,0,1153.25,1,1,55,0
0,0,25.6,1,0,1,1,1,0,0,0,514.75,1,1,23,0
1,0,80.35,1,0,0,0,0,0,0,0,2596.15,0,0,32,1
0,0,68.75,1,0,0,1,1,0,1,1,3808.0,0,0,56,0
0,0,19.9,0,0,0,0,0,0,0,0,19.9,1,0,1,0
0,0,70.6,0,0,0,0,0,1,1,1,2708.2,0,0,38,0
1,1,70.2,0,0,0,0,0,0,0,0,760.05,0,0,11,0
0,1,49.3,1,0,0,0,0,1,0,0,49.3,0,0,1,0
1,1,107.25,1,0,0,1,0,1,0,1,6033.3,0,0,56,0
0,0,23.6,1,0,0,1,0,0,0,0,89.05,1,0,3,0
0,0,69.7,0,0,1,1,1,0,1,0,516.15,0,0,7,0
1,0,99.5,1,0,1,1,1,0,0,0,5861.75,0,1,59,0
0,0,64.3,0,0,0,0,0,1,0,0,445.95,0,0,7,0
0,0,70.85,1,0,1,1,1,1,1,0,4973.4,0,1,71,0
1,1,101.9,0,0,0,1,1,1,1,1,1667.25,0,0,15,0
0,0,73.5,0,0,1,1,0,1,1,0,5357.75,0,1,71,0
1,1,100.25,1,0,0,0,0,0,0,0,3527.6,0,0,35,1
0,0,40.4,1,0,1,0,0,1,0,1,422.6,0,0,11,0
0,0,19.25,1,0,1,1,1,0,0,0,1103.25,1,1,60,0
0,0,59.6,0,1,0,0,0,1,0,0,2754.0,0,1,47,0
0,0,64.9,0,0,1,0,0,1,0,1,697.25,0,0,11,0
1,0,100.3,0,0,1,1,0,0,0,1,5614.45,0,0,56,1
1,1,110.85,1,1,0,1,0,1,0,0,3204.4,0,0,28,0
0,0,81.05,1,0,0,1,0,1,1,0,4747.65,0,1,61,0
1,0,98.05,0,0,0,1,1,0,1,1,3082.1,0,0,31,0
1,1,70.5,1,0,0,0,0,0,0,0,597.9,0,0,9,0
1,1,94.55,1,1,0,1,0,0,1,0,3365.4,0,0,35,0
0,0,19.65,1,0,0,0,0,0,0,0,38.8,1,0,2,0
0,0,19.0,0,0,0,1,1,0,0,0,233.55,1,0,12,1
1,0,75.3,0,0,0,0,0,0,1,0,75.3,0,0,1,1
1,1,89.2,1,1,0,0,0,0,0,0,346.2,0,0,4,1
0,0,19.0,1,0,0,1,1,0,0,0,19.0,1,0,1,0
0,0,20.0,1,0,0,0,0,0,0,0,61.7,1,0,3,0
1,1,85.7,1,1,0,0,0,0,0,0,85.7,0,0,1,1
0,0,63.25,1,0,1,0,0,0,1,0,3342.45,0,1,52,0
0,0,20.1,0,0,0,1,1,0,0,1,85.1,1,0,5,0
1,1,99.15,1,0,0,1,0,0,1,0,7422.1,0,1,72,0
0,1,90.4,0,0,0,1,1,1,1,0,6668.05,0,1,71,0
1,0,111.9,1,0,1,1,0,1,1,0,8071.05,0,1,72,0
0,1,24.9,0,0,0,1,1,0,0,1,1174.8,1,0,46,0
0,0,83.5,0,0,1,1,1,0,1,0,5435.0,0,1,63,0
1,0,84.3,1,0,1,0,0,0,1,0,2438.6,0,0,30,0
0,0,45.6,0,0,0,0,0,0,0,0,45.6,0,0,1,0
0,0,61.65,1,0,0,0,0,1,1,0,713.75,0,0,12,1
0,0,54.85,0,0,0,0,0,1,1,0,916.15,0,1,16,0
0,0,65.55,0,0,0,0,0,1,0,0,237.2,0,0,4,0
1,0,90.35,1,0,1,1,0,0,0,1,4614.55,0,0,51,0
0,0,20.4,1,0,1,1,0,0,0,0,1414.45,1,1,65,0
1,0,74.55,1,0,1,0,0,1,0,0,1170.5,0,0,16,0
0,0,19.95,0,0,0,0,0,0,0,1,47.7,1,0,2,0
1,0,74.25,1,0,0,1,1,0,0,1,4859.25,0,0,66,0
1,1,108.65,0,0,0,0,0,1,0,0,4903.2,0,1,46,0
1,0,109.55,1,0,0,0,0,1,1,1,3608.0,0,0,32,0
0,0,86.65,0,0,1,1,0,1,1,0,6094.25,0,1,72,0
0,0,81.0,0,0,1,1,1,1,1,0,3084.9,0,1,38,0
0,0,47.85,0,0,1,0,1,1,0,1,2356.75,0,0,51,0
1,0,114.55,0,0,0,1,1,1,1,0,8306.05,0,1,72,0
1,0,105.25,0,1,0,1,0,0,1,0,6786.4,0,0,65,1
0,1,29.95,1,0,0,1,1,0,0,0,248.95,0,0,9,1
0,0,65.0,0,0,0,1,1,1,1,0,663.05,0,0,9,1
0,0,20.55,0,0,0,0,1,0,0,0,1357.1,1,1,66,0
1,0,109.8,1,1,1,0,0,0,1,1,4860.35,0,0,44,0
0,0,69.5,0,0,0,0,0,1,0,0,3418.2,0,1,50,0
0,0,48.85,0,0,0,0,0,0,0,0,631.4,0,0,15,0
0,0,25.25,1,0,1,0,0,0,0,0,186.3,0,0,8,0
1,0,102.85,1,1,1,0,0,1,0,1,6976.75,0,0,66,0
1,0,87.55,1,0,0,0,0,1,1,0,4884.85,0,0,57,0
1,0,78.55,1,0,0,0,0,0,0,0,522.95,0,0,7,0
0,0,34.55,1,1,0,1,1,0,0,0,362.6,0,0,10,0
1,1,92.05,1,0,0,0,0,0,1,1,5755.8,0,0,62,0
1,1,85.05,1,0,0,1,1,0,0,1,3355.65,0,0,40,0
0,0,19.7,0,0,0,0,0,0,0,0,406.95,1,1,20,0
0,0,20.0,0,0,0,0,0,0,0,0,137.6,1,0,7,1
1,1,95.15,1,0,0,1,0,1,0,0,2395.7,0,0,25,0
1,1,84.25,0,0,0,1,0,0,0,0,1968.1,0,0,23,0
1,0,104.6,0,1,1,1,0,0,0,1,6819.45,0,0,66,0
1,1,111.65,0,1,0,0,0,1,0,0,7943.45,0,1,72,0
1,0,90.05,0,1,1,1,0,0,0,0,4547.25,0,0,49,1
1,0,110.75,1,1,0,1,1,1,0,0,4687.9,0,0,43,1
0,0,55.0,0,0,0,1,0,0,1,0,2473.95,0,0,46,0
0,0,89.85,0,0,1,1,1,1,1,0,6562.9,0,1,72,0
0,0,20.35,0,0,0,0,0,0,0,1,176.3,1,0,10,0
0,0,54.55,1,0,0,0,0,1,1,1,2236.2,0,0,40,0
1,1,105.5,1,0,0,1,1,0,0,0,6985.65,0,0,65,1
1,0,99.45,0,0,0,0,0,1,0,0,3109.9,0,1,31,0
0,0,70.9,0,0,1,1,0,1,1,0,4911.35,0,1,68,0
1,0,104.55,1,1,0,1,1,0,1,1,5794.65,0,0,56,1
1,1,85.25,1,0,0,1,0,0,0,0,855.3,0,0,10,1
0,0,25.4,0,0,0,1,1,0,0,0,1620.2,1,1,68,0
0,1,56.15,0,0,0,1,1,0,0,0,2499.3,0,0,43,1
1,1,89.55,1,0,0,0,0,0,0,0,89.55,0,0,1,1
1,0,89.85,1,1,0,0,0,0,0,1,4287.2,0,0,49,0
0,1,25.25,1,0,0,1,1,0,0,0,394.85,1,0,15,0
1,1,94.55,1,1,0,1,0,0,0,0,1899.65,0,0,20,1
0,0,45.7,1,0,0,0,0,0,0,0,45.7,0,0,1,1
0,1,69.65,1,0,0,1,1,1,0,1,3442.15,0,0,50,0
1,1,89.5,0,1,0,0,0,0,0,0,161.5,0,0,2,1
1,0,70.0,0,1,1,0,0,0,0,0,1732.6,0,0,24,0
1,0,69.55,1,0,0,0,0,0,0,0,222.3,0,0,3,1
1,0,74.6,1,0,0,0,0,0,0,0,74.6,0,0,1,1
0,0,20.1,0,0,0,1,1,0,0,0,655.3,1,1,35,0
0,0,24.8,0,0,0,0,0,0,0,0,475.25,1,0,17,0
0,1,19.65,0,1,0,0,0,0,0,0,164.3,1,0,8,1
1,0,95.1,1,0,1,0,0,1,0,0,865.1,0,0,10,0
0,0,88.85,1,0,1,1,1,1,1,0,6132.7,0,1,68,0
0,0,78.8,0,0,0,1,0,0,1,1,3597.5,0,0,45,0
0,0,19.85,0,0,0,1,1,0,0,1,35.9,1,0,2,1
0,0,20.35,0,0,0,1,0,0,0,0,697.65,1,0,37,0
0,0,24.25,1,0,0,0,0,0,0,0,96.05,0,0,4,1
0,0,45.25,0,0,0,0,0,0,0,0,428.7,0,0,10,0
0,0,20.05,0,0,0,0,0,0,0,0,20.05,1,0,1,0
0,0,69.55,1,0,0,1,1,0,1,0,4459.15,0,1,65,0
0,0,19.5,0,0,0,1,1,0,0,0,1167.6,1,1,57,0
1,0,74.75,1,0,0,0,0,0,0,0,238.1,0,0,3,0
1,1,69.65,0,0,0,0,0,0,0,0,145.15,0,0,2,1
0,0,30.2,1,0,0,0,0,0,0,0,1453.1,0,0,49,0
0,0,45.65,0,0,0,0,0,0,0,0,191.05,0,0,4,1
0,0,57.8,0,0,0,1,0,1,0,0,4039.3,0,1,70,0
0,0,19.85,1,0,0,1,1,0,0,1,1039.45,1,0,53,0
0,0,25.55,0,0,1,1,1,0,0,0,1336.1,1,1,53,0
1,0,75.05,1,0,0,0,0,0,0,0,75.05,0,0,1,1
0,0,24.85,1,0,1,0,0,0,0,0,493.4,1,0,22,0
0,1,49.15,1,1,0,0,0,0,0,0,2550.9,0,0,52,1
1,1,110.35,1,1,0,0,0,1,1,0,7246.15,0,1,65,0
0,0,24.55,0,0,0,0,0,0,0,1,1203.95,1,0,48,0
0,1,34.7,1,0,0,0,0,0,0,0,62.25,0,0,2,1
1,0,107.95,0,0,0,0,0,0,0,0,313.6,0,0,3,0
1,0,81.4,0,0,0,1,0,0,0,0,3775.85,0,0,45,0
1,1,80.0,0,0,0,1,1,0,0,0,80.0,0,0,1,1
0,0,73.8,1,0,0,1,1,1,0,0,4616.05,0,1,61,0
0,0,64.4,1,0,1,0,0,1,1,0,195.65,0,0,3,0
1,0,103.75,1,1,1,0,0,1,0,1,4188.4,0,0,40,0
1,0,71.1,0,0,0,0,0,0,0,0,71.1,0,0,1,0
0,1,49.9,1,0,0,0,0,1,0,0,49.9,0,0,1,0
0,0,24.6,1,0,0,0,0,0,0,1,1266.4,1,0,51,0
0,1,49.25,1,1,0,0,0,0,1,0,91.1,0,0,2,1
0,0,30.1,0,0,0,0,0,0,0,1,1623.4,0,0,52,0
1,0,83.4,0,0,0,0,0,0,0,0,4149.45,0,0,51,0
0,0,20.45,1,0,0,0,0,0,0,0,20.45,1,0,1,0
0,0,75.25,1,0,0,1,1,1,1,1,2344.5,0,0,31,0
0,0,20.55,0,0,1,0,1,0,0,1,1013.05,1,0,47,0
1,0,75.1,1,0,1,0,0,0,0,0,270.7,0,0,3,1
0,0,20.05,1,1,0,0,0,0,0,1,417.0,1,0,22,0
0,0,20.65,1,0,0,1,0,0,0,0,20.65,1,0,1,0
0,0,85.15,1,0,0,1,0,1,0,0,6316.2,0,1,72,0
0,1,50.15,1,0,0,1,1,0,0,0,168.15,0,0,3,1
1,0,84.95,1,1,0,1,1,0,0,1,4018.05,0,0,47,0
0,0,66.5,1,0,1,1,1,1,1,0,4811.6,0,1,72,0
0,0,63.3,1,0,0,1,1,0,0,0,4189.7,0,1,66,0
1,1,83.15,0,0,0,0,0,0,0,0,2848.45,0,0,35,0
1,1,84.9,1,0,0,0,0,0,0,0,2516.2,0,0,29,0
0,0,20.55,1,0,0,0,0,0,0,0,33.6,1,0,2,0
0,0,49.25,0,0,0,0,0,0,0,0,208.45,0,0,4,0
1,0,79.85,1,0,0,0,0,0,1,0,2015.35,0,0,25,1
0,0,59.6,1,0,0,0,0,1,1,0,3739.8,0,1,65,0
1,0,104.65,1,1,0,0,0,1,0,1,2964.0,0,0,27,0
1,0,75.3,1,0,1,1,0,0,0,0,2263.4,0,0,29,0
0,0,80.1,0,0,1,1,1,0,0,0,2211.8,0,0,29,0
0,0,19.55,0,0,0,0,0,0,0,0,19.55,1,0,1,1
1,0,81.0,1,0,0,1,0,1,0,0,1683.7,0,0,20,0
0,0,24.7,1,0,1,0,0,0,0,0,1519.0,1,1,58,0
1,0,86.0,1,0,0,0,1,1,1,0,1164.05,0,0,14,0
0,0,25.4,0,0,0,1,0,0,0,0,1710.9,1,1,72,0
1,0,89.15,1,0,1,0,0,0,1,0,4245.55,0,0,46,0
0,0,58.25,0,0,0,1,0,1,0,0,4145.9,0,1,71,0
1,0,85.65,1,0,0,0,0,0,0,0,2664.3,0,0,32,0
0,0,50.35,1,0,1,0,0,0,0,0,1277.5,0,0,26,0
1,0,80.35,1,1,1,1,0,0,0,0,5589.3,0,0,68,0
0,0,20.2,0,0,0,1,1,0,0,1,34.75,1,0,2,0
0,0,20.55,0,0,1,1,1,0,0,0,1305.95,1,1,61,0
1,1,85.95,1,0,0,1,1,0,0,0,381.3,0,0,4,1
0,1,45.35,1,0,0,0,0,0,0,0,141.5,0,0,3,1
1,1,94.5,1,1,0,1,0,0,0,0,3105.55,0,0,33,1
0,0,21.25,1,1,0,1,0,0,0,0,204.55,1,0,9,0
0,0,26.25,0,0,0,0,0,0,0,0,605.9,1,1,22,0
1,1,80.85,1,0,0,1,1,0,0,0,356.1,0,0,5,0
1,0,91.7,0,1,1,0,0,0,1,0,2758.15,0,0,30,1
0,0,74.2,1,0,1,0,0,1,0,0,4805.65,0,1,65,0
1,1,87.25,1,0,0,0,0,1,0,0,3941.7,0,0,45,1
0,0,20.35,0,0,0,0,0,0,0,0,92.75,1,0,5,0
1,1,75.5,1,0,0,1,1,0,0,0,1901.05,0,0,25,0
1,0,79.05,0,0,0,1,1,0,1,0,5730.7,0,1,72,0
1,0,90.15,0,0,0,1,0,0,0,0,2423.4,0,0,27,0
0,0,50.6,0,0,1,1,1,0,0,0,1653.45,0,0,32,0
1,0,110.45,0,0,1,0,0,1,0,1,3327.05,0,0,30,0
1,0,101.0,0,0,1,1,0,1,1,0,7085.5,0,1,70,0
1,0,79.35,1,1,0,0,0,0,0,0,3344.1,0,0,42,0
0,0,89.85,1,1,0,1,0,1,1,0,6697.35,0,1,72,0
0,0,65.0,1,0,0,0,0,1,1,0,2879.9,0,1,47,0
1,1,80.45,1,0,0,0,0,0,1,0,137.1,0,0,2,0
1,1,98.55,0,0,0,0,0,0,1,0,1008.55,0,0,10,1
0,0,24.1,1,0,0,1,1,0,0,0,1551.6,1,1,61,0
0,0,44.05,1,0,1,0,0,0,0,0,202.15,0,0,5,0
1,0,110.8,1,1,1,1,0,1,0,0,7882.25,0,1,72,0
1,0,114.95,1,1,0,1,1,1,1,0,8196.4,0,1,72,0
1,0,75.05,0,1,0,0,0,0,0,0,202.9,0,0,3,0
0,0,19.25,0,0,0,1,0,0,0,0,855.1,1,1,48,0
1,0,90.05,1,0,1,0,0,1,0,1,5817.0,0,0,63,0
0,0,56.7,1,0,0,0,0,0,1,0,1652.95,0,0,27,0
0,0,80.15,1,0,1,1,1,0,1,0,5600.15,0,1,70,0
